USER NAME           ID                  LOCATION
@cr8f:              41509               Boise
@edshow:            41542               Los Angeles
@evernote           41544               Los Angeles
@mitchprothero      42081               Boise
@seeingredchina     42104               Los Angeles
@dcairports         42285               Boise
@janefinnis:        42310               Los Angeles
@jeffmitty          42313               Los Angeles
@ngadc              42344               Nampa
@nytimesscience)    42352               Los Angeles
@TheHackersNews     42529               Boise
@rylab              42770               Nampa
@shawnmoyer         42782               Boise
@stwo               42800               Nampa
@sugarplum          42801               Boise
@tripdes            42817               Nampa
@troyd_movie        42818               Nampa
@tylr               42819               Nampa
@CJN:               42853               Los Angeles
@Choire             42857               Los Angeles
@Coneee             42859               Boise
@TheAtlanticWire    42953               Boise
@caleb_crain        43043               Nampa
@m2jr               43255               Los Angeles
@HiimRawn           43513               Nampa
@AMDGaming:         43825               Los Angeles
@dontrevivemebro    44039               Boise
@Weezerpedia:       44259               Los Angeles
@RockBandAide:      44330               Boise
@DirtShark:         44731               Nampa
@DylanMiller30      44741               Boise
@ESPN_Ski           44750               Boise
@Elenahight         44755               Boise
@GillianMcIver      44792               Los Angeles
@JerryZaiden        44852               Nampa
@KeithSayers        44899               Boise
@Mitchiebrusco84    44972               Los Angeles
@NitroCircus:       45020               Los Angeles
@Nyjah_Huston       45024               Nampa
@OsirisShoes        45039               Nampa
@PKHunder:          45042               Los Angeles
@TheDingoInSnow     45192               Boise
@_danielleruiz      45273               Nampa
@fyanrudger         45489               Boise
@john_john_florence 45577               Los Angeles
@johnjohnflorenc    45578               Los Angeles
@js7:               45594               Nampa
@zumiez:            45989               Boise
@ajRAFAEL:          47044               Los Angeles
@ArtSchu            47420               Nampa
@NSFWShow           47487               Nampa
@ekaproxy           47583               Boise
@Technogasms        47723               Los Angeles
@cellpigBryan       47745               Boise
@jonfingas?         47777               Nampa
@numeson            47788               Los Angeles
@JamilD             47843               Los Angeles
@Gamecrashers:      48013               Los Angeles
@GavinFree,         48014               Los Angeles
@GavinFree:         48015               Nampa
@Imoratachi         48017               Los Angeles
@JTVSupport:        48018               Boise
@JayOrDan23         48019               Boise
@BlueRosePMS        48105               Boise
@RiskyGambit        48543               Boise
@StrayAkuma         48573               Los Angeles
@terri_cole:        48784               Los Angeles
@DanBuryTomorrow    48912               Nampa
@DanFusting         48913               Los Angeles
@Yellowcard.        49239               Los Angeles
@adamlarue:         49257               Nampa
@aficionadoband     49258               Nampa
@andrewdost:        49283               Boise
@chipferarri        49353               Boise
@earshotmedia:      49404               Los Angeles
@kennedymaine       49537               Nampa
@thisisletlive      49788               Los Angeles
@timothyrbrennan    49797               Boise
@tomdelonge         49799               Los Angeles
@tristianisneat     49807               Los Angeles
@weareempires       49827               Nampa
@Bluesky107         49873               Los Angeles
@devincf:           50034               Los Angeles
@mrsangrymick:      50120               Boise
@taminophile        50180               Boise
@NonaWA:            50324               Nampa
@RichardGrenell:    50339               Nampa
@susiebright        50507               Boise
@NekoHikaruChan     50585               Boise
@itaiyz97           50717               Los Angeles
@jon                50727               Boise
@maradydd           50754               Boise
@thomas_coseinc     50859               Los Angeles
@zdnetrachel        50881               Nampa
@drake              50980               Nampa
@bionicbeagle:      51121               Los Angeles
@SBF77              51392               Los Angeles
@PIMCO              51819               Los Angeles
@RobertMackey:      51837               Los Angeles
@andrewrsorkin:     51912               Nampa
@culturedesk        51958               Boise
@joshrogin:         52032               Los Angeles
@justinwolfers:     52037               Los Angeles
@ksadjadpour        52048               Boise
@lizzieohreally     52055               Nampa
@onpointradio       52110               Los Angeles
@planetmoney:       52127               Nampa
@elkacloke          52372               Boise
@HubSpot            52500               Boise
@TweetSmarter       52535               Los Angeles
@jlist:             52789               Los Angeles
@factorofunknown    52974               Nampa
@factorofunknowns   52975               Boise
@nate_staniforth    53017               Nampa
@TransitoPR         53093               Los Angeles
@AndreasSchepers:   53142               Nampa
@EdTechServicesUofA 53570               Nampa
@kevindente         53907               Nampa
@koush              53913               Los Angeles
@lethalleigh:       53924               Los Angeles
@LMFAO              54158               Los Angeles
@NBThievesBR        54180               Boise
@brubalbino         54323               Nampa
@KrisRunTri         54719               Boise
@PhoenixCoffeeCo    54749               Boise
@StarcatcherBway    54772               Los Angeles
@mealsandmiles      54915               Nampa
@ntsmediaonline     55000               Los Angeles
@SPvsCC             55088               Boise
@100Hours           55221               Boise
@spacegovuk's       55259               Nampa
@dmoren:            55470               Nampa
@lamegamehero       55559               Boise
@tarynoneill        55873               Boise
@EYJr               55881               Nampa
@EvoShield          55882               Nampa
@JGuthrie4          55883               Nampa
@0Minutes.          55901               Nampa
@Alex_Roarty:       55907               Los Angeles
@CBSThisMorning?    55992               Nampa
@CBSthismorning     55997               Los Angeles
@RedCrossBloodNW:   57248               Boise
@oregonstateuniv:   57358               Boise
@Neefertiti:        57437               Nampa
@ParaMonster        57710               Boise
@ParaRawrr          57711               Los Angeles
@ParamoreCrowd:     57718               Los Angeles
@paramore_mex       57879               Nampa
@ChrisPaternoste    57947               Boise
@ToddPapyâ€œ    58250               Nampa
@drpatrik7:         58308               Boise
@ONA                58480               Boise
@StevenLevy,        58494               Nampa
@deejaymilliano:    59030               Nampa
@unreal_tubby:      59105               Nampa
@cartermason        59447               Los Angeles
@JohnPM21           59734               Boise
@RealTenaciousD)    59824               Boise
@ShanrahW           59842               Los Angeles
@TheMegas           59878               Boise
@AbbeyCameron       70014               Nampa
@AnnaPaz            70025               Los Angeles
@EricBlackmon       70103               Nampa
@MandoBizarro:      70179               Boise
@OMFGeek:           70210               Nampa
@OneBuckHorror      70212               Los Angeles
@johnreha           70397               Nampa
@julieannemery      70398               Los Angeles
@kidsis             70403               Los Angeles
@kt_money           70407               Nampa
@mindofbang         70444               Los Angeles
@zom813s:           70521               Los Angeles
@CJ_TJ:             70543               Nampa
@EBischoff          70557               Los Angeles
@JohnMarioB:        70581               Boise
@JohnyHendricks     70583               Nampa
@jeremypiven        70708               Los Angeles
@RandomInvasion     70952               Los Angeles
@richard4481        71043               Los Angeles
@BenALeonard        71070               Nampa
@FantasticComics    71145               Boise
@LavanderasClub:    71171               Boise
@eazcarraga         71258               Boise
@x__Laurraaa        71352               Nampa
@DarkAcreJack       71371               Nampa
@DoubleFine:        71374               Los Angeles
@Encarta95:         71375               Los Angeles
@Frogblast          71378               Los Angeles
@Frogdiceinc        71379               Los Angeles
@angelope:          71755               Los Angeles
@athena_altera      71758               Los Angeles
@boardgamegeek      71773               Boise
@devoncarrots       71788               Los Angeles
@lwhisperer         71849               Los Angeles
@toyshopkeeper:     71912               Boise
@tracycalhoun90     71913               Los Angeles
@CarnegieMellon     72098               Los Angeles
@JulieLDrury:       72189               Nampa
@NPCWomen:          72247               Los Angeles
@RepSteveStivers:   72308               Boise
@Theta              72371               Nampa
@TishNorman         72377               Nampa
@TomHealySays       72378               Los Angeles
@UVADeanGroves      72404               Los Angeles
@bradleybraves:     72470               Los Angeles
@cmvan              72491               Boise
@danwrona           72504               Los Angeles
@deltaupsilon.      72511               Nampa
@ekraebber          72521               Los Angeles
@emuhhhhhlee        72525               Los Angeles
@fraternalthghts:   72531               Nampa
@fraternalvalues    72533               Nampa
@mattgeik:          72598               Los Angeles
@uteena             72951               Nampa
@Ahavah22           72954               Nampa
@amazonuk           72989               Los Angeles
@aryuener           72991               Nampa
@marydoodles        73058               Boise
@ReplaceMusic       73170               Los Angeles
@pierrebouvier:     73212               Nampa
@sharishort11:      73219               Los Angeles
@compassgroupusa:   73372               Boise
@davidscott14:      73377               Nampa
@kickstandCLT       73413               Boise
@makitacotruck:     73417               Nampa
@wxbrad:            73455               Nampa
@JustAsk_Media:     73482               Boise
@Spankysdowntown    73522               Los Angeles
@WolfstockFest:     73531               Nampa
@WorldStarVids:     73532               Boise
@appendTo           73535               Los Angeles
@bitops             73539               Boise
@blackhoneycake     73540               Nampa
@jadeisabunny:      73775               Nampa
@mikeschaffnit:     73780               Los Angeles
@CBPWestT           73893               Los Angeles
@CBPWestTexas:      73894               Boise
@DFAIT_MAECI:       73897               Boise
@Transpo_Issues:    73924               Los Angeles
@JRadRox:           74000               Boise
@MMOC_Nik           74015               Nampa
@MagitekNiGHT       74017               Boise
@MichaelWeimer:     74020               Los Angeles
@MissTrombonist     74022               Los Angeles
@http://t.co/       74103               Boise
@FabiLuppi          74179               Boise
@Paramore24Seven    74245               Los Angeles
@vodkaparamore      74381               Nampa
@ATLASexperiment    74389               Nampa
@CSHLnews           74399               Los Angeles
@GREnergyNews       74414               Los Angeles
@HESProfessional    74415               Nampa
@HuffingtonPost.    74417               Nampa
@IntlCodeCouncil:   74423               Nampa
@NAWindpower:       74428               Los Angeles
@OMBPress:          74434               Boise
@Princeton:         74439               Boise
@Heavy7:            74497               Los Angeles
@Semigawd           74525               Boise
@tottot             74590               Los Angeles
@portugaltheman     74785               Boise
@sgs711             74799               Nampa
@weezer.            74829               Nampa
@DarthRonnieT       74848               Boise
@brenthatley        74907               Nampa
@Koolaye            75017               Boise
@corruptmistress    75072               Los Angeles
@johnerskine04      75089               Los Angeles
@FastCoCreate       75155               Los Angeles
@bostonmike         75194               Nampa
@g_richard_carey    75230               Nampa
@joesorge           75239               Nampa
@johnemerrifield    75240               Boise
@jonrussell         75241               Nampa
@robkellas:         75279               Nampa
@suzanne_doughty    75294               Boise
@DangerosoDavo      75309               Los Angeles
@Spacedotcom        75372               Boise
@StevenWalling:     75374               Nampa
@carlitcho          75504               Los Angeles
@letsparawhore      75577               Boise
@likeaparawhore     75578               Nampa
@White_Wolf_Fan     75718               Nampa
@honorsociety       75753               Los Angeles
@horrorsofficial    75754               Los Angeles
@Jason_maybe        77032               Boise
@JeffKlinger:       77033               Nampa
@Jim_Hamilton       77034               Boise
@MarieColette       77047               Nampa
@TheThryll          77114               Los Angeles
@WitStreamdotcom:   77129               Los Angeles
@davidvienna:       77175               Los Angeles
@drewmonge:         77178               Nampa
@ixSEANxi:          77201               Nampa
@johnnypemberton,   77208               Boise
@tigersgoroooar     77283               Boise
@BensonLoversBr     77327               Nampa
@BryanHoldman:      77343               Los Angeles
@Cassie_Cath        77344               Los Angeles
@brumachado__       77537               Nampa
@garrettyu          77703               Nampa
@rkhoo,             77710               Boise
@statelymulligan    77714               Boise
@Brookfield_Zoo     77733               Nampa
@General_Coxy:      77930               Boise
@KSherwoodOPS:      77953               Boise
@Sliddon            78010               Nampa
@VerticlAtrocity    78031               Boise
@topherjensen       78094               Los Angeles
@MMillo             78247               Nampa
@Meonart            78253               Nampa
@MikeCorriero:      78257               Los Angeles
@NimitMalavia       78273               Nampa
@Pepperwheel        78284               Boise
@SeageArt           78307               Boise
@jessicawardart     78511               Boise
@joaoalbertto       78513               Boise
@ostawitchestour    78581               Boise
@Governor_Tarkin    78807               Boise
@HerUniverse:       78819               Boise
@Nien_Nunb          78914               Nampa
@ReadersTimeline    78937               Los Angeles
@RealMoffTarkin     78940               Boise
@nickla)            79272               Nampa
@BuyWithMeBoston    79599               Nampa
@UKSpaceAcademy:    79737               Los Angeles
@eclipticrift:      79899               Nampa
@anuroad            80074               Nampa
@sydneyshannon      80232               Boise
@DamnIreth          80312               Boise
@ExaFM1049          80339               Boise
@GAARA_ARES         80349               Boise
@RikiRevolver       80481               Nampa
@angie31            80542               Nampa
@JackBayside        80812               Nampa
@MashUpNicole       80844               Los Angeles
@SetItOff           80909               Boise
@TayJardine:        80927               Nampa
@fancystepdad       81045               Nampa
@garrettgrohman:    81057               Boise
@goHastings         81058               Los Angeles
@polarbearclub.     81137               Los Angeles
@punkypets          81140               Los Angeles
@purenoiserecs      81141               Nampa
@sargenthouse:      81157               Nampa
@yourdemise         81230               Los Angeles
@MAlexJohnson       81295               Boise
@NialaBoodhoo:      81300               Los Angeles
@OBBulletin:        81305               Nampa
@TheoTypes          81332               Nampa
@aajajcamp          81354               Nampa
@ppllikeusmovie     81471               Nampa
@wwtang             81524               Los Angeles
@LBPlanetarium:     81777               Los Angeles
@Waterkeeper:       82109               Boise
@ZeitchikLAT        82110               Boise
@garibaldiarts      82243               Los Angeles
@MarioMarathon      82347               Los Angeles
@Mewhywhy           82351               Los Angeles
@NBCAwake           82354               Los Angeles
@desertbus          82403               Los Angeles
@dropdeadsuit       82408               Los Angeles
@g33kwatch          82410               Nampa
@hartsman           82414               Boise
@CraigElimeliah:    82453               Los Angeles
@Terri              82483               Los Angeles
@AmEmbTZ            82580               Boise
@AmbassadorRice.    82587               Boise
@Marcomidence       82737               Nampa
@SpelmanCollege     82798               Boise
@State_SCA:         82818               Boise
@USIP               82917               Los Angeles
@Yunus_Centre)      82950               Boise
@abumuqawama        82951               Los Angeles
@atamerica:         82975               Los Angeles
@cobbo3:            82993               Nampa
@davidedginton:     83002               Los Angeles
@ddbprods           83004               Los Angeles
@democracyis        83007               Boise
@democracyis:       83008               Los Angeles
@discoveramerica    83011               Nampa
@groundviews        83030               Boise
@johnkeypm:         83049               Los Angeles
@d3jesus:           83259               Boise
@JoeyGraceffa       83307               Los Angeles
@TONYOK             83347               Nampa
@TotallySketch:     83359               Los Angeles
@richardmarx        83427               Nampa
@thewebguy          83440               Los Angeles
@CandyMaize:        83579               Nampa
@alainmilotti       83719               Nampa
@dskasak            83742               Boise
@technicolour:      83820               Boise
@nikkeionline:      83938               Boise
@tabbata            83951               Nampa
@EvanJGregory       83981               Boise
@pemullen           84073               Boise
@rachelswirsky      84078               Boise
@HenkWolters32      84238               Nampa
@JeroenvanR:        84287               Boise
@LavieJanRoos:      84323               Boise
@MStellinga         84341               Boise
@MarietteSedee      84355               Los Angeles
@MarkBJager         84359               Boise
@NielsvdBerge:      84400               Nampa
@PerSaldo95:        84413               Nampa
@RPlasterk          84432               Boise
@YoeriAlbrecht:     84514               Los Angeles
@_Isser_            84521               Nampa
@agneswolbert:      84529               Los Angeles
@ahmedmarcouch:     84531               Nampa
@alebbink           84535               Nampa
@arieslob.          84550               Nampa
@arieslob:          84551               Boise
@arjanelfassed      84553               Boise
@joostvoerman       84719               Nampa
@niekritzen         84802               Nampa
@paulzornig         84818               Los Angeles
@BarrettSallee:     84970               Nampa
@CUBuffsMBB         85007               Boise
@CUBuffsMBB)        85008               Boise
@ThatsMrBooker      85304               Nampa
@TrendsDenver:      85328               Los Angeles
@UCCS:              85333               Nampa
@megtzz             85478               Los Angeles
@mitchellbyars:     85482               Los Angeles
@CookingIssues:     85702               Boise
@PierlessFishBK     85914               Los Angeles
@SustainMIA:        85977               Los Angeles
@JanetVanderhoof    87034               Nampa
@Horoscopo1D:       87117               Nampa
@ImAParawhore_      87119               Boise
@PeedroSilveiraa:   87143               Nampa
@leozinho58         87180               Los Angeles
@vitoriasoaress:    87199               Boise
@TwitchTV?          87318               Nampa
@adebisisc          87324               Boise
@oschillbach        87394               Los Angeles
@Birdistheword44    87435               Nampa
@DavidBruno         87452               Boise
@Emessai            87457               Nampa
@NathanielWeiss     87490               Los Angeles
@ProfRobot          87499               Nampa
@kil                87585               Los Angeles
@StarleeKine:       87715               Los Angeles
@lambchopisaband:   87784               Los Angeles
@lateandsoon        87785               Boise
@pagetpaget:        87803               Los Angeles
@amandawife         87842               Los Angeles
@asouers            87843               Los Angeles
@briandgregory      87844               Boise
@dworkman1,         87849               Boise
@CLG_HotshotGG:     88075               Los Angeles
@Cannonfodder79     88077               Nampa
@Dralan35           88090               Nampa
@Turboblazer        88179               Boise
@chaoxlol           88197               Boise
@gameloading        88222               Los Angeles
@Buster_ESPN's      88275               Boise
@ESPN's             88291               Los Angeles
@ESPNStatsInfo      88303               Nampa
@HannahStormESPN    88323               Los Angeles
@tdespn             88438               Nampa
@0ph3lia            88439               Boise
@I3Detroit          88480               Nampa
@Linux:             88492               Nampa
@UofMD_Jer:         88539               Nampa
@CloudscapeComic    89087               Los Angeles
@KingofSiam         89105               Boise
@McLachlanBrian     89110               Nampa
@TeenBoat           89123               Nampa
@delilahdirk:       89147               Boise
@switzke            89210               Boise
@yourfacetweeted    89313               Los Angeles
@AgnewsDei          89318               Nampa
@Bhammett           89333               Nampa
@GabeLyons:         89393               Nampa
@GregLaswell:       89397               Los Angeles
@StevenCurtis       89545               Boise
@kennywouldgo:      89835               Los Angeles
@ktinfish           89841               Los Angeles
@mattmahermusic.com 89890               Boise
@mercyme            89893               Boise
@mistytrone:        89903               Los Angeles
@stephenalynch      90004               Los Angeles
@stina_says         90009               Nampa
@theResurgence:     90019               Nampa
@DerChirurg         90093               Boise
@FaLClan            90099               Nampa
@FloxX_GeR          90105               Los Angeles
@Livestock          90297               Los Angeles
@PXAbstraction:     90307               Boise
@cpages2            90357               Nampa
@indieroyale        90372               Nampa
@DiddyBrah          90471               Nampa
@TheRealPhilX:      90721               Boise
@_PartySmasher      90732               Nampa
@lindsay_lauren     91087               Nampa
@wheelnotkiss       91131               Nampa
@DogFiles           91200               Los Angeles
@Le_Mouv            91291               Los Angeles
@CTLightandPower:   91375               Boise
@NotifyBoston:      91449               Los Angeles
@RIDOTNews:         91450               Nampa
@WeatherChannel's   91481               Boise
@ptstweets:         91530               Boise
@smokey_bear:       91533               Los Angeles
@RedCrossDFW        91599               Boise
@KhoMha             91722               Los Angeles
@XSlasvegas!        91759               Nampa
@ericprydz          91804               Nampa
@jfkmstrkrft        91941               Los Angeles
@CollegeGameDay:    92025               Los Angeles
@FinnishGameJam:    92094               Nampa
@bradleybones:      92131               Los Angeles
@gdaa_oz            92143               Nampa
@AllThingsOracle:   92203               Nampa
@CaymanBen          92215               Nampa
@DailyPlanetShow    92219               Boise
@EmilioGilberto:    92225               Los Angeles
@GeekCatnip         92231               Nampa
@ddale8:            92333               Nampa
@doricagrace        92343               Boise
@goldsbie           92352               Los Angeles
@katherinen         92378               Los Angeles
@thevowel)          92443               Nampa
@ubersully          92445               Boise
@AnorakMagazine:    92477               Nampa
@Chogrin            92499               Los Angeles
@DMACalvert         92508               Los Angeles
@Hilary_Grant       92555               Nampa
@KyWilkinson        92587               Nampa
@SteveIsDrawing:    92702               Boise
@brokenantler       92800               Nampa
@dmott70            92847               Nampa
@eamonn_o_neill     92851               Nampa
@emily_forgot       92857               Los Angeles
@helenrice          92903               Boise
@hidavidwilson:     92907               Los Angeles
@icreature          92915               Nampa
@jonny_wan          92947               Boise
@lostateminor       92997               Nampa
@o_fishel           93055               Nampa
@willaslettdraws:   93210               Boise
@JeffAscough        93374               Los Angeles
@JordanBushPhoto:   93382               Los Angeles
@LATimesPhotos      93390               Boise
@WhiteClothG:       93494               Los Angeles
@abracarioca        93507               Los Angeles
@cherylnewman1      93553               Nampa
@davidc7:           93570               Boise
@finbarroreilly:    93599               Boise
@SonicConcerts:     93804               Boise
@startelegram:      93877               Los Angeles
@nothingsingular:   94044               Los Angeles
@AjourSE:           94070               Boise
@arneby             94322               Boise
@biggiantcircles    94338               Nampa
@cissiwallin        94383               Los Angeles
@danfrisk           94393               Nampa
@henrikberggren:    94485               Los Angeles
@jasonball          94513               Nampa
@javve              94515               Nampa
@jonathansulo       94539               Nampa
@720beauCBS         94802               Boise
@Adam_Weber8        94815               Boise
@AstronautKid__:    94822               Nampa
@KaraHenderson      94945               Los Angeles
@MileHighBronc      94971               Boise
@MillerLite40:      94975               Nampa
@SinCityBuck        95058               Boise
@briar_james        95129               Boise
@dmac1043:          95150               Boise
@mattyj_1           95195               Los Angeles
@mrblloyd           95201               Los Angeles
@nuggetsnews        95211               Boise
@puddingpantz:      95222               Nampa
@stricklandsj:      95247               Los Angeles
@toddseyler         95255               Boise
@OCriador:          95315               Los Angeles
@POPLine:           95317               Nampa
@erytonmesquita:    95353               Los Angeles
@luizapossi         95385               Nampa
@misterludico       95390               Nampa
@zaacksantos        95419               Nampa
@AntiFlav           95430               Boise
@BoosterBusters     95432               Nampa
@GrimReaperBAN      95442               Nampa
@Hardline_Pro       95444               Boise
@JordanLerm         95449               Los Angeles
@Killen4XP          95451               Nampa
@M40A3Sony          95453               Nampa
@SAM5000i           95472               Boise
@ShaneBattier       95474               Los Angeles
@blizzzz            95491               Boise
@dwyanewade         95494               Boise
@joshpeckler        95502               Boise
@juicetra           95503               Los Angeles
@ratpack            95514               Nampa
@marihsol:          95551               Nampa
@symbiartic         95859               Nampa
@GreenDay           95894               Nampa
@MrChrisRene        95931               Nampa
@Ruisrock           95954               Los Angeles
@_isabelie          95972               Boise
@Filmbrain:         97012               Nampa
@IEphemera          97027               Los Angeles
@LivingInCinema:    97054               Boise
@SharedDarkness     97110               Los Angeles
@TCMPR:             97124               Nampa
@drnorth:           97201               Nampa
@michaelagrammar    97273               Nampa
@FrostedShrapnel    97384               Nampa
@Hokuboku           97387               Nampa
@JustinVerlander:   97389               Boise
@MisterHahn         97395               Nampa
@olliecoe           97443               Los Angeles
@paulorpauly        97444               Nampa
@sookietex          97445               Los Angeles
@HIMYM_Writers      97489               Boise
@JeanZeid:          97495               Los Angeles
@flintmech          97718               Boise
@DanSosnowski       97759               Boise
@Felix_of_Mars      97770               Los Angeles
@MartinvanVuuren    97810               Boise
@chancelyon         97885               Los Angeles
@dbulla             97895               Boise
@dsal               97902               Nampa
@emshort            97904               Boise
@flip_tech:         97909               Boise
@jslutter           97929               Boise
@nicklohr           97951               Los Angeles
@BrookeBloom99      98052               Nampa
@CobraCrewEU:       98055               Los Angeles
@LifeIsLoud277      98091               Nampa
@MikeySoDirty       98104               Nampa
